trip_id,start_node,start_state,start_district,destination_node,destination_state,destination_district,trip_type,cargo_type,vehicle_type,departure_time
T00789,N0081,Nagaland,Chumoukedima,N0108,Tripura,Unakoti,Inter-state,Food Supplies,Truck,2026-06-13T22:15:00Z
T00790,N0022,Assam,Barpeta,N0056,Meghalaya,East Garo Hills,Inter-state,Construction Material,Medium Goods Vehicle,2026-01-14T05:45:00Z
T00791,N0065,Mizoram,Saitual,N0049,Meghalaya,North Garo Hills,Inter-state,Construction Material,Medium Goods Vehicle,2026-02-23T01:00:00Z
T00792,N0015,Arunachal Pradesh,Tirap,N0050,Meghalaya,East Khasi Hills,Inter-state,Construction Material,Medium Goods Vehicle,2026-06-11T23:45:00Z
T00793,N0120,Tripura,Sepahijala,N0085,Nagaland,Phek,Inter-state,Essential Goods,Truck,2026-07-25T19:15:00Z
T00794,N0052,Meghalaya,East Garo Hills,N0039,Manipur,Thoubal,Inter-state,Food Supplies,Truck,2026-12-17T17:00:00Z
T00795,N0039,Manipur,Thoubal,N0034,Manipur,Ukhrul,Within-state,Construction Material,Medium Goods Vehicle,2026-09-07T07:45:00Z
T00796,N0075,Mizoram,Serchhip,N0030,Assam,Dibrugarh,Inter-state,Agricultural Produce,Truck,2026-10-07T08:00:00Z
T00797,N0053,Meghalaya,South West Khasi Hills,N0090,Nagaland,Chumoukedima,Inter-state,Construction Material,Truck,2026-08-25T21:45:00Z
T00798,N0002,Arunachal Pradesh,Lower Subansiri,N0109,Tripura,South Tripura,Inter-state,Agricultural Produce,Truck,2026-12-06T02:00:00Z
T00799,N0083,Nagaland,Dimapur,N0098,Sikkim,Namchi,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-05-25T22:45:00Z
T00800,N0062,Mizoram,Hnahthial,N0117,Tripura,Dhalai,Inter-state,Food Supplies,Heavy Truck,2026-04-12T19:00:00Z
T00801,N0020,Assam,Dhubri,N0066,Mizoram,Aizawl,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-02-14T04:30:00Z
T00802,N0089,Nagaland,Longleng,N0054,Meghalaya,Ri-Bhoi,Inter-state,Medicine,Medium Goods Vehicle,2026-06-07T16:45:00Z
T00803,N0038,Manipur,Ukhrul,N0096,Sikkim,Pakyong,Inter-state,Essential Goods,Medium Goods Vehicle,2026-11-15T00:15:00Z
T00804,N0046,Meghalaya,South Garo Hills,N0094,Sikkim,Gangtok,Inter-state,Agricultural Produce,Heavy Truck,2026-04-15T02:15:00Z
T00805,N0017,Assam,Dhubri,N0118,Tripura,Dhalai,Inter-state,Essential Goods,Medium Goods Vehicle,2026-02-18T05:15:00Z
T00806,N0086,Nagaland,Wokha,N0037,Manipur,Tamenglong,Inter-state,Essential Goods,Medium Goods Vehicle,2026-06-25T04:30:00Z
T00807,N0014,Arunachal Pradesh,Longding,N0056,Meghalaya,East Garo Hills,Inter-state,Essential Goods,Medium Goods Vehicle,2026-06-28T19:15:00Z
T00808,N0034,Manipur,Ukhrul,N0045,Manipur,Senapati,Within-state,Essential Goods,Medium Goods Vehicle,2026-06-07T15:30:00Z
T00809,N0100,Sikkim,Gyalshing,N0104,Sikkim,Mangan,Within-state,Food Supplies,Medium Goods Vehicle,2026-08-08T17:00:00Z
T00810,N0109,Tripura,South Tripura,N0091,Sikkim,Gangtok,Inter-state,Medicine,Truck,2026-05-11T21:45:00Z
T00811,N0115,Tripura,West Tripura,N0063,Mizoram,Serchhip,Inter-state,Agricultural Produce,Heavy Truck,2026-10-28T06:45:00Z
T00812,N0079,Nagaland,Peren,N0108,Tripura,Unakoti,Inter-state,Medicine,Medium Goods Vehicle,2026-04-13T22:30:00Z
T00813,N0002,Arunachal Pradesh,Lower Subansiri,N0051,Meghalaya,East Garo Hills,Inter-state,Construction Material,Medium Goods Vehicle,2026-07-23T04:15:00Z
T00814,N0120,Tripura,Sepahijala,N0069,Mizoram,Mamit,Inter-state,Agricultural Produce,Truck,2026-12-09T06:15:00Z
T00815,N0066,Mizoram,Aizawl,N0001,Arunachal Pradesh,Tawang,Inter-state,Medicine,Heavy Truck,2026-02-06T17:45:00Z
T00816,N0019,Assam,Dhemaji,N0039,Manipur,Thoubal,Inter-state,Construction Material,Medium Goods Vehicle,2026-01-01T07:45:00Z
T00817,N0032,Manipur,Ukhrul,N0041,Manipur,Imphal East,Within-state,Medicine,Truck,2026-06-10T12:45:00Z
T00818,N0054,Meghalaya,Ri-Bhoi,N0014,Arunachal Pradesh,Longding,Inter-state,Construction Material,Truck,2026-07-11T04:00:00Z
T00819,N0022,Assam,Barpeta,N0079,Nagaland,Peren,Inter-state,Food Supplies,Heavy Truck,2026-04-23T13:15:00Z
T00820,N0110,Tripura,Dhalai,N0119,Tripura,West Tripura,Within-state,Agricultural Produce,Heavy Truck,2026-09-22T03:15:00Z
T00821,N0093,Sikkim,Gangtok,N0046,Meghalaya,South Garo Hills,Inter-state,Essential Goods,Medium Goods Vehicle,2026-08-28T17:30:00Z
T00822,N0072,Mizoram,Mamit,N0048,Meghalaya,West Garo Hills,Inter-state,Medicine,Truck,2026-05-10T12:00:00Z
T00823,N0096,Sikkim,Pakyong,N0081,Nagaland,Chumoukedima,Inter-state,Medicine,Medium Goods Vehicle,2026-01-20T09:45:00Z
T00824,N0117,Tripura,Dhalai,N0081,Nagaland,Chumoukedima,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-05-28T00:45:00Z
T00825,N0078,Nagaland,Niuland,N0028,Assam,Lakhimpur,Inter-state,Food Supplies,Truck,2026-03-20T22:15:00Z
T00826,N0061,Mizoram,Saitual,N0053,Meghalaya,South West Khasi Hills,Inter-state,Construction Material,Medium Goods Vehicle,2026-10-24T20:15:00Z
T00827,N0056,Meghalaya,East Garo Hills,N0090,Nagaland,Chumoukedima,Inter-state,Medicine,Truck,2026-01-27T14:30:00Z
T00828,N0007,Arunachal Pradesh,West Kameng,N0020,Assam,Dhubri,Inter-state,Construction Material,Medium Goods Vehicle,2026-04-07T00:15:00Z
T00829,N0110,Tripura,Dhalai,N0083,Nagaland,Dimapur,Inter-state,Construction Material,Heavy Truck,2026-08-08T23:15:00Z
T00830,N0043,Manipur,Noney,N0058,Meghalaya,East Khasi Hills,Inter-state,Essential Goods,Heavy Truck,2026-08-04T00:45:00Z
T00831,N0034,Manipur,Ukhrul,N0030,Assam,Dibrugarh,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-01-23T10:15:00Z
T00832,N0073,Mizoram,Champhai,N0057,Meghalaya,South West Khasi Hills,Inter-state,Essential Goods,Heavy Truck,2026-10-05T07:45:00Z
T00833,N0018,Assam,Darrang,N0114,Tripura,Sepahijala,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-02-02T04:00:00Z
T00834,N0032,Manipur,Ukhrul,N0069,Mizoram,Mamit,Inter-state,Medicine,Truck,2026-12-25T04:45:00Z
T00835,N0101,Sikkim,Namchi,N0086,Nagaland,Wokha,Inter-state,Medicine,Heavy Truck,2026-10-28T17:00:00Z
T00836,N0008,Arunachal Pradesh,Tawang,N0063,Mizoram,Serchhip,Inter-state,Essential Goods,Medium Goods Vehicle,2026-01-28T05:15:00Z
T00837,N0094,Sikkim,Gangtok,N0085,Nagaland,Phek,Inter-state,Construction Material,Medium Goods Vehicle,2026-12-01T19:45:00Z
T00838,N0056,Meghalaya,East Garo Hills,N0099,Sikkim,Mangan,Inter-state,Construction Material,Truck,2026-01-10T05:00:00Z
T00839,N0066,Mizoram,Aizawl,N0094,Sikkim,Gangtok,Inter-state,Construction Material,Medium Goods Vehicle,2026-06-25T12:15:00Z
T00840,N0092,Sikkim,Namchi,N0006,Arunachal Pradesh,East Kameng,Inter-state,Medicine,Medium Goods Vehicle,2026-12-05T23:00:00Z
T00841,N0001,Arunachal Pradesh,Tawang,N0063,Mizoram,Serchhip,Inter-state,Agricultural Produce,Truck,2026-11-03T21:45:00Z
T00842,N0118,Tripura,Dhalai,N0079,Nagaland,Peren,Inter-state,Medicine,Medium Goods Vehicle,2026-12-06T07:45:00Z
T00843,N0101,Sikkim,Namchi,N0073,Mizoram,Champhai,Inter-state,Construction Material,Heavy Truck,2026-09-21T00:30:00Z
T00844,N0022,Assam,Barpeta,N0105,Sikkim,Mangan,Inter-state,Food Supplies,Truck,2026-02-18T15:15:00Z
T00845,N0058,Meghalaya,East Khasi Hills,N0088,Nagaland,Longleng,Inter-state,Essential Goods,Truck,2026-02-02T23:30:00Z
T00846,N0061,Mizoram,Saitual,N0058,Meghalaya,East Khasi Hills,Inter-state,Essential Goods,Medium Goods Vehicle,2026-09-25T21:30:00Z
T00847,N0030,Assam,Dibrugarh,N0118,Tripura,Dhalai,Inter-state,Food Supplies,Truck,2026-09-27T10:00:00Z
T00848,N0062,Mizoram,Hnahthial,N0078,Nagaland,Niuland,Inter-state,Construction Material,Truck,2026-01-26T16:00:00Z
T00849,N0100,Sikkim,Gyalshing,N0099,Sikkim,Mangan,Within-state,Agricultural Produce,Truck,2026-05-06T22:15:00Z
T00850,N0016,Assam,Darrang,N0079,Nagaland,Peren,Inter-state,Medicine,Medium Goods Vehicle,2026-01-16T02:15:00Z
T00851,N0081,Nagaland,Chumoukedima,N0119,Tripura,West Tripura,Inter-state,Construction Material,Medium Goods Vehicle,2026-07-27T15:45:00Z
T00852,N0045,Manipur,Senapati,N0064,Mizoram,Hnahthial,Inter-state,Essential Goods,Truck,2026-07-23T19:15:00Z
T00853,N0018,Assam,Darrang,N0072,Mizoram,Mamit,Inter-state,Construction Material,Medium Goods Vehicle,2026-11-21T11:45:00Z
T00854,N0019,Assam,Dhemaji,N0077,Nagaland,Zunheboto,Inter-state,Medicine,Medium Goods Vehicle,2026-06-03T13:15:00Z
T00855,N0047,Meghalaya,Eastern West Khasi Hills,N0119,Tripura,West Tripura,Inter-state,Essential Goods,Truck,2026-09-19T16:45:00Z
T00856,N0114,Tripura,Sepahijala,N0014,Arunachal Pradesh,Longding,Inter-state,Food Supplies,Truck,2026-03-06T21:45:00Z
T00857,N0090,Nagaland,Chumoukedima,N0077,Nagaland,Zunheboto,Within-state,Agricultural Produce,Heavy Truck,2026-12-20T13:30:00Z
T00858,N0057,Meghalaya,South West Khasi Hills,N0024,Assam,Nagaon,Inter-state,Essential Goods,Heavy Truck,2026-03-09T18:30:00Z
T00859,N0010,Arunachal Pradesh,East Kameng,N0104,Sikkim,Mangan,Inter-state,Food Supplies,Medium Goods Vehicle,2026-07-20T23:15:00Z
T00860,N0077,Nagaland,Zunheboto,N0072,Mizoram,Mamit,Inter-state,Agricultural Produce,Truck,2026-05-11T20:45:00Z
T00861,N0056,Meghalaya,East Garo Hills,N0103,Sikkim,Namchi,Inter-state,Construction Material,Heavy Truck,2026-07-22T15:45:00Z
T00862,N0029,Assam,Barpeta,N0057,Meghalaya,South West Khasi Hills,Inter-state,Construction Material,Heavy Truck,2026-11-08T09:30:00Z
T00863,N0082,Nagaland,Mon,N0103,Sikkim,Namchi,Inter-state,Agricultural Produce,Heavy Truck,2026-05-06T11:30:00Z
T00864,N0033,Manipur,Jiribam,N0053,Meghalaya,South West Khasi Hills,Inter-state,Medicine,Truck,2026-09-24T01:15:00Z
T00865,N0091,Sikkim,Gangtok,N0031,Manipur,Noney,Inter-state,Essential Goods,Truck,2026-03-27T16:15:00Z
T00866,N0070,Mizoram,Hnahthial,N0013,Arunachal Pradesh,Upper Subansiri,Inter-state,Food Supplies,Heavy Truck,2026-10-02T10:00:00Z
T00867,N0057,Meghalaya,South West Khasi Hills,N0081,Nagaland,Chumoukedima,Inter-state,Agricultural Produce,Truck,2026-04-16T07:00:00Z
T00868,N0079,Nagaland,Peren,N0032,Manipur,Ukhrul,Inter-state,Medicine,Medium Goods Vehicle,2026-04-01T12:30:00Z
T00869,N0039,Manipur,Thoubal,N0054,Meghalaya,Ri-Bhoi,Inter-state,Medicine,Truck,2026-12-13T23:00:00Z
T00870,N0048,Meghalaya,West Garo Hills,N0059,Meghalaya,West Khasi Hills,Within-state,Food Supplies,Medium Goods Vehicle,2026-05-16T17:45:00Z
T00871,N0070,Mizoram,Hnahthial,N0064,Mizoram,Hnahthial,Within-state,Essential Goods,Heavy Truck,2026-01-27T16:30:00Z
T00872,N0108,Tripura,Unakoti,N0093,Sikkim,Gangtok,Inter-state,Construction Material,Truck,2026-07-08T09:15:00Z
T00873,N0066,Mizoram,Aizawl,N0044,Manipur,Ukhrul,Inter-state,Construction Material,Medium Goods Vehicle,2026-02-19T19:30:00Z
T00874,N0098,Sikkim,Namchi,N0057,Meghalaya,South West Khasi Hills,Inter-state,Essential Goods,Truck,2026-12-05T11:45:00Z
T00875,N0062,Mizoram,Hnahthial,N0108,Tripura,Unakoti,Inter-state,Construction Material,Truck,2026-05-23T07:15:00Z
T00876,N0088,Nagaland,Longleng,N0009,Arunachal Pradesh,Namsai,Inter-state,Construction Material,Heavy Truck,2026-04-01T21:30:00Z
T00877,N0043,Manipur,Noney,N0026,Assam,Kamrup,Inter-state,Food Supplies,Truck,2026-01-27T06:00:00Z
T00878,N0027,Assam,Tinsukia,N0072,Mizoram,Mamit,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-08-07T21:00:00Z
T00879,N0043,Manipur,Noney,N0108,Tripura,Unakoti,Inter-state,Medicine,Medium Goods Vehicle,2026-07-13T06:45:00Z
T00880,N0054,Meghalaya,Ri-Bhoi,N0056,Meghalaya,East Garo Hills,Within-state,Construction Material,Heavy Truck,2026-01-06T00:15:00Z
T00881,N0118,Tripura,Dhalai,N0025,Assam,Tinsukia,Inter-state,Medicine,Heavy Truck,2026-01-23T21:30:00Z
T00882,N0108,Tripura,Unakoti,N0015,Arunachal Pradesh,Tirap,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-01-12T18:45:00Z
T00883,N0009,Arunachal Pradesh,Namsai,N0111,Tripura,Dhalai,Inter-state,Construction Material,Heavy Truck,2026-08-23T23:00:00Z
T00884,N0106,Tripura,West Tripura,N0078,Nagaland,Niuland,Inter-state,Agricultural Produce,Heavy Truck,2026-04-10T22:00:00Z
T00885,N0098,Sikkim,Namchi,N0042,Manipur,Jiribam,Inter-state,Food Supplies,Truck,2026-12-26T14:30:00Z
T00886,N0062,Mizoram,Hnahthial,N0048,Meghalaya,West Garo Hills,Inter-state,Essential Goods,Medium Goods Vehicle,2026-12-25T00:00:00Z
T00887,N0104,Sikkim,Mangan,N0053,Meghalaya,South West Khasi Hills,Inter-state,Construction Material,Truck,2026-06-09T11:15:00Z
T00888,N0076,Nagaland,Kohima,N0082,Nagaland,Mon,Within-state,Agricultural Produce,Truck,2026-07-15T21:30:00Z
T00889,N0116,Tripura,Sepahijala,N0085,Nagaland,Phek,Inter-state,Essential Goods,Medium Goods Vehicle,2026-07-20T21:15:00Z
T00890,N0120,Tripura,Sepahijala,N0055,Meghalaya,West Jaintia Hills,Inter-state,Agricultural Produce,Heavy Truck,2026-04-16T09:30:00Z
T00891,N0027,Assam,Tinsukia,N0120,Tripura,Sepahijala,Inter-state,Construction Material,Medium Goods Vehicle,2026-11-01T21:30:00Z
T00892,N0115,Tripura,West Tripura,N0062,Mizoram,Hnahthial,Inter-state,Medicine,Truck,2026-02-25T18:00:00Z
T00893,N0102,Sikkim,Gyalshing,N0015,Arunachal Pradesh,Tirap,Inter-state,Food Supplies,Heavy Truck,2026-11-05T03:30:00Z
T00894,N0046,Meghalaya,South Garo Hills,N0033,Manipur,Jiribam,Inter-state,Essential Goods,Truck,2026-02-14T13:15:00Z
T00895,N0116,Tripura,Sepahijala,N0047,Meghalaya,Eastern West Khasi Hills,Inter-state,Essential Goods,Truck,2026-02-26T04:00:00Z
T00896,N0024,Assam,Nagaon,N0074,Mizoram,Lunglei,Inter-state,Essential Goods,Heavy Truck,2026-04-06T17:00:00Z
T00897,N0047,Meghalaya,Eastern West Khasi Hills,N0093,Sikkim,Gangtok,Inter-state,Medicine,Medium Goods Vehicle,2026-10-12T02:00:00Z
T00898,N0011,Arunachal Pradesh,Namsai,N0086,Nagaland,Wokha,Inter-state,Essential Goods,Heavy Truck,2026-10-17T07:30:00Z
T00899,N0009,Arunachal Pradesh,Namsai,N0005,Arunachal Pradesh,Upper Subansiri,Within-state,Medicine,Heavy Truck,2026-03-06T05:15:00Z
T00900,N0102,Sikkim,Gyalshing,N0028,Assam,Lakhimpur,Inter-state,Medicine,Truck,2026-11-01T04:30:00Z
T00901,N0070,Mizoram,Hnahthial,N0091,Sikkim,Gangtok,Inter-state,Essential Goods,Heavy Truck,2026-01-02T14:00:00Z
T00902,N0119,Tripura,West Tripura,N0091,Sikkim,Gangtok,Inter-state,Agricultural Produce,Truck,2026-09-20T19:45:00Z
T00903,N0092,Sikkim,Namchi,N0116,Tripura,Sepahijala,Inter-state,Construction Material,Heavy Truck,2026-12-27T04:15:00Z
T00904,N0003,Arunachal Pradesh,Tawang,N0021,Assam,Golaghat,Inter-state,Medicine,Heavy Truck,2026-12-22T04:30:00Z
T00905,N0047,Meghalaya,Eastern West Khasi Hills,N0029,Assam,Barpeta,Inter-state,Construction Material,Truck,2026-07-03T14:30:00Z
T00906,N0096,Sikkim,Pakyong,N0051,Meghalaya,East Garo Hills,Inter-state,Construction Material,Truck,2026-12-12T23:30:00Z
T00907,N0105,Sikkim,Mangan,N0028,Assam,Lakhimpur,Inter-state,Agricultural Produce,Heavy Truck,2026-01-09T22:30:00Z
T00908,N0067,Mizoram,Hnahthial,N0114,Tripura,Sepahijala,Inter-state,Essential Goods,Heavy Truck,2026-06-21T01:45:00Z
T00909,N0032,Manipur,Ukhrul,N0057,Meghalaya,South West Khasi Hills,Inter-state,Food Supplies,Truck,2026-04-24T19:30:00Z
T00910,N0035,Manipur,Ukhrul,N0067,Mizoram,Hnahthial,Inter-state,Construction Material,Truck,2026-06-07T15:00:00Z
T00911,N0074,Mizoram,Lunglei,N0011,Arunachal Pradesh,Namsai,Inter-state,Essential Goods,Medium Goods Vehicle,2026-06-24T02:00:00Z
T00912,N0088,Nagaland,Longleng,N0079,Nagaland,Peren,Within-state,Medicine,Heavy Truck,2026-12-10T11:45:00Z
T00913,N0069,Mizoram,Mamit,N0059,Meghalaya,West Khasi Hills,Inter-state,Medicine,Medium Goods Vehicle,2026-03-10T05:30:00Z
T00914,N0055,Meghalaya,West Jaintia Hills,N0059,Meghalaya,West Khasi Hills,Within-state,Essential Goods,Medium Goods Vehicle,2026-12-12T15:15:00Z
T00915,N0113,Tripura,Unakoti,N0109,Tripura,South Tripura,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-04-06T16:15:00Z
T00916,N0083,Nagaland,Dimapur,N0017,Assam,Dhubri,Inter-state,Agricultural Produce,Truck,2026-10-21T19:30:00Z
T00917,N0007,Arunachal Pradesh,West Kameng,N0005,Arunachal Pradesh,Upper Subansiri,Within-state,Food Supplies,Medium Goods Vehicle,2026-10-22T15:15:00Z
T00918,N0064,Mizoram,Hnahthial,N0093,Sikkim,Gangtok,Inter-state,Food Supplies,Heavy Truck,2026-12-20T15:15:00Z
T00919,N0111,Tripura,Dhalai,N0003,Arunachal Pradesh,Tawang,Inter-state,Essential Goods,Heavy Truck,2026-05-02T19:00:00Z
T00920,N0059,Meghalaya,West Khasi Hills,N0118,Tripura,Dhalai,Inter-state,Medicine,Heavy Truck,2026-03-12T03:15:00Z
T00921,N0013,Arunachal Pradesh,Upper Subansiri,N0091,Sikkim,Gangtok,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-06-21T14:00:00Z
T00922,N0107,Tripura,West Tripura,N0067,Mizoram,Hnahthial,Inter-state,Medicine,Medium Goods Vehicle,2026-10-08T21:00:00Z
T00923,N0041,Manipur,Imphal East,N0017,Assam,Dhubri,Inter-state,Medicine,Truck,2026-07-01T09:15:00Z
T00924,N0096,Sikkim,Pakyong,N0021,Assam,Golaghat,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-01-05T20:15:00Z
T00925,N0101,Sikkim,Namchi,N0085,Nagaland,Phek,Inter-state,Construction Material,Heavy Truck,2026-08-19T11:15:00Z
T00926,N0109,Tripura,South Tripura,N0040,Manipur,Noney,Inter-state,Medicine,Truck,2026-05-11T10:00:00Z
T00927,N0004,Arunachal Pradesh,Upper Subansiri,N0067,Mizoram,Hnahthial,Inter-state,Agricultural Produce,Truck,2026-11-28T19:00:00Z
T00928,N0023,Assam,Kamrup Metropolitan,N0092,Sikkim,Namchi,Inter-state,Agricultural Produce,Heavy Truck,2026-12-28T18:30:00Z
T00929,N0055,Meghalaya,West Jaintia Hills,N0006,Arunachal Pradesh,East Kameng,Inter-state,Food Supplies,Heavy Truck,2026-08-01T01:15:00Z
T00930,N0107,Tripura,West Tripura,N0015,Arunachal Pradesh,Tirap,Inter-state,Essential Goods,Medium Goods Vehicle,2026-11-25T13:45:00Z
T00931,N0083,Nagaland,Dimapur,N0100,Sikkim,Gyalshing,Inter-state,Agricultural Produce,Truck,2026-02-11T01:30:00Z
T00932,N0079,Nagaland,Peren,N0077,Nagaland,Zunheboto,Within-state,Construction Material,Truck,2026-04-11T21:00:00Z
T00933,N0010,Arunachal Pradesh,East Kameng,N0051,Meghalaya,East Garo Hills,Inter-state,Medicine,Heavy Truck,2026-12-12T04:00:00Z
T00934,N0061,Mizoram,Saitual,N0037,Manipur,Tamenglong,Inter-state,Construction Material,Heavy Truck,2026-11-08T05:15:00Z
T00935,N0056,Meghalaya,East Garo Hills,N0019,Assam,Dhemaji,Inter-state,Agricultural Produce,Heavy Truck,2026-12-12T09:00:00Z
T00936,N0018,Assam,Darrang,N0010,Arunachal Pradesh,East Kameng,Inter-state,Essential Goods,Medium Goods Vehicle,2026-12-01T16:45:00Z
T00937,N0092,Sikkim,Namchi,N0080,Nagaland,Longleng,Inter-state,Food Supplies,Heavy Truck,2026-07-13T01:30:00Z
T00938,N0001,Arunachal Pradesh,Tawang,N0043,Manipur,Noney,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-11-17T08:15:00Z
T00939,N0011,Arunachal Pradesh,Namsai,N0002,Arunachal Pradesh,Lower Subansiri,Within-state,Agricultural Produce,Heavy Truck,2026-08-14T14:30:00Z
T00940,N0083,Nagaland,Dimapur,N0045,Manipur,Senapati,Inter-state,Medicine,Truck,2026-12-27T07:00:00Z
T00941,N0015,Arunachal Pradesh,Tirap,N0005,Arunachal Pradesh,Upper Subansiri,Within-state,Essential Goods,Heavy Truck,2026-06-27T16:00:00Z
T00942,N0082,Nagaland,Mon,N0088,Nagaland,Longleng,Within-state,Food Supplies,Medium Goods Vehicle,2026-08-23T18:15:00Z
T00943,N0103,Sikkim,Namchi,N0037,Manipur,Tamenglong,Inter-state,Agricultural Produce,Heavy Truck,2026-03-16T09:00:00Z
T00944,N0108,Tripura,Unakoti,N0023,Assam,Kamrup Metropolitan,Inter-state,Medicine,Heavy Truck,2026-11-20T18:30:00Z
T00945,N0113,Tripura,Unakoti,N0055,Meghalaya,West Jaintia Hills,Inter-state,Construction Material,Truck,2026-04-21T13:00:00Z
T00946,N0117,Tripura,Dhalai,N0047,Meghalaya,Eastern West Khasi Hills,Inter-state,Agricultural Produce,Heavy Truck,2026-01-28T16:45:00Z
T00947,N0076,Nagaland,Kohima,N0036,Manipur,Ukhrul,Inter-state,Essential Goods,Heavy Truck,2026-02-08T07:30:00Z
T00948,N0072,Mizoram,Mamit,N0018,Assam,Darrang,Inter-state,Agricultural Produce,Truck,2026-06-13T15:30:00Z
T00949,N0033,Manipur,Jiribam,N0028,Assam,Lakhimpur,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-06-02T19:45:00Z
T00950,N0103,Sikkim,Namchi,N0022,Assam,Barpeta,Inter-state,Essential Goods,Heavy Truck,2026-06-15T18:45:00Z
T00951,N0104,Sikkim,Mangan,N0051,Meghalaya,East Garo Hills,Inter-state,Essential Goods,Heavy Truck,2026-09-09T00:00:00Z
T00952,N0013,Arunachal Pradesh,Upper Subansiri,N0039,Manipur,Thoubal,Inter-state,Medicine,Medium Goods Vehicle,2026-05-25T05:00:00Z
T00953,N0115,Tripura,West Tripura,N0032,Manipur,Ukhrul,Inter-state,Construction Material,Medium Goods Vehicle,2026-06-26T20:15:00Z
T00954,N0067,Mizoram,Hnahthial,N0104,Sikkim,Mangan,Inter-state,Agricultural Produce,Truck,2026-03-28T02:30:00Z
T00955,N0106,Tripura,West Tripura,N0103,Sikkim,Namchi,Inter-state,Construction Material,Truck,2026-03-03T09:15:00Z
T00956,N0050,Meghalaya,East Khasi Hills,N0080,Nagaland,Longleng,Inter-state,Essential Goods,Truck,2026-05-28T13:15:00Z
T00957,N0061,Mizoram,Saitual,N0018,Assam,Darrang,Inter-state,Essential Goods,Heavy Truck,2026-12-15T11:45:00Z
T00958,N0036,Manipur,Ukhrul,N0092,Sikkim,Namchi,Inter-state,Essential Goods,Medium Goods Vehicle,2026-06-18T09:15:00Z
T00959,N0100,Sikkim,Gyalshing,N0006,Arunachal Pradesh,East Kameng,Inter-state,Construction Material,Truck,2026-01-24T00:15:00Z
T00960,N0069,Mizoram,Mamit,N0080,Nagaland,Longleng,Inter-state,Agricultural Produce,Truck,2026-08-11T19:15:00Z
T00961,N0020,Assam,Dhubri,N0114,Tripura,Sepahijala,Inter-state,Food Supplies,Truck,2026-03-27T20:15:00Z
T00962,N0113,Tripura,Unakoti,N0119,Tripura,West Tripura,Within-state,Food Supplies,Truck,2026-12-01T21:45:00Z
T00963,N0044,Manipur,Ukhrul,N0034,Manipur,Ukhrul,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-05-13T09:00:00Z
T00964,N0076,Nagaland,Kohima,N0071,Mizoram,Champhai,Inter-state,Construction Material,Truck,2026-09-25T18:30:00Z
T00965,N0015,Arunachal Pradesh,Tirap,N0012,Arunachal Pradesh,West Siang,Within-state,Medicine,Medium Goods Vehicle,2026-11-18T15:15:00Z
T00966,N0098,Sikkim,Namchi,N0036,Manipur,Ukhrul,Inter-state,Construction Material,Heavy Truck,2026-05-18T01:15:00Z
T00967,N0050,Meghalaya,East Khasi Hills,N0007,Arunachal Pradesh,West Kameng,Inter-state,Construction Material,Medium Goods Vehicle,2026-03-13T06:30:00Z
T00968,N0106,Tripura,West Tripura,N0068,Mizoram,Aizawl,Inter-state,Food Supplies,Medium Goods Vehicle,2026-05-26T00:15:00Z
T00969,N0081,Nagaland,Chumoukedima,N0010,Arunachal Pradesh,East Kameng,Inter-state,Medicine,Heavy Truck,2026-07-21T14:45:00Z
T00970,N0022,Assam,Barpeta,N0057,Meghalaya,South West Khasi Hills,Inter-state,Medicine,Truck,2026-06-27T17:30:00Z
T00971,N0085,Nagaland,Phek,N0023,Assam,Kamrup Metropolitan,Inter-state,Construction Material,Medium Goods Vehicle,2026-06-02T04:30:00Z
T00972,N0115,Tripura,West Tripura,N0055,Meghalaya,West Jaintia Hills,Inter-state,Agricultural Produce,Truck,2026-06-01T10:30:00Z
